objectid,pghdbsdeZoningarea,perimeter,zoning_,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status
554,16215.79738767,536.6227056,639,639,NDI,536.6227056,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
555,671177.41533267,3899.05170048,641,641,R2-M,3899.05170048,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
556,195976.67308456,1947.69220375,642,642,AP,1947.69220375,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
557,3422931.86815894,19630.89660419,644,644,P,19630.8966042,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
558,446683.3255272,3781.26533071,646,646,P,3781.26533071,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
559,342049.14044323,2854.90773231,647,647,AP,2854.90773231,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
560,57816.56824004,958.55412248,648,648,P,958.55412248,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
561,44094.51809812,1372.21548856,649,649,H,1372.21548856,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
563,1133544.44406962,9282.10614908,651,651,LNC,9282.10614908,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
564,6024989.54533598,17303.05620209,652,652,R2-L,17303.0562021,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
565,101579.75913823,1435.27495639,653,653,LNC,1435.27495639,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
566,89620.85702057,1305.99081866,654,654,R2-L,1305.99081866,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
567,109132.9084142,1495.59347981,656,656,P,1495.59347981,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
568,79528.83735288,2456.359219,658,658,RM-M,2456.359219,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
569,183095.41025195,2014.88871211,659,659,R1D-L,2014.88871211,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
570,431339.73048103,3028.73383017,661,661,R2-H,3028.73383017,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
571,564665.33145921,6279.85780119,662,662,LNC,6279.85780119,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
572,1416756.87882277,6061.6962993,663,663,R1A-H,6061.6962993,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
573,663455.75369952,3613.82858956,664,664,R1A-H,3613.82858956,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
574,24419.32009194,746.20280013,665,665,P,746.20280013,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
575,469660.77565264,4612.02224682,667,667,LNC,4612.02224682,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
576,200008.19589793,2017.39499041,668,668,R1A-H,2017.39499041,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
577,907987.9571132,4099.71053179,669,669,CP,4099.71053179,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
578,840805.09590888,6372.64431428,670,670,P,6372.64431428,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
579,597740.77447576,4554.10614233,671,671,LNC,4554.10614233,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
580,260626.37882165,2502.89827105,672,672,RP,2502.89827105,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
581,929039.1620184,7807.60621068,673,673,LNC,8111.09984735,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
582,273365.60297737,3106.72721771,674,674,RM-VH,3106.72721771,,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
583,197711.80925103,3026.30993815,675,675,RM-M,3026.30993815,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
584,401487.80838548,4496.28194355,676,676,R2-M,4496.28194355,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
585,494168.51375885,4666.41184832,677,677,H,4666.41184832,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
586,845925.77242689,5211.66951862,678,678,UI,5211.66951862,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
587,252444.0691666,3190.03571369,679,679,LNC,3190.03571369,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
588,457814.42075296,3148.27368593,680,680,RP,3159.94274532,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
589,254801.38057086,3937.35242561,681,681,R2-L,3937.35242561,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
590,119158.28099392,1452.87210795,682,682,P,1452.87210795,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
591,66268.73333022,1568.48695109,683,683,NDO,1568.48695109,,NEIGHBORHOOD OFFICE,Neighborhood Office,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.01ND*,Approved
592,290459.56735156,3339.84887683,684,684,R2-L,3339.84887683,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
593,536755.28451391,5007.73176701,686,686,R2-H,5007.73176701,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
594,46846.20822393,1056.91491445,687,687,R1A-M,1056.91491445,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
595,2318461.00073029,8162.42519426,688,688,RM-M,8162.42519426,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
596,443117.98891643,3418.35183203,689,689,LNC,3418.35183203,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
597,225639.95774162,2480.63529088,690,690,NDI,2480.63529088,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
598,12964019.5941733,21319.56856758,691,691,UI,23798.1398938,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
599,269415.52107925,2774.6669783,693,693,LNC,2774.6669783,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
600,175873.39289447,2911.28166069,694,694,NDO,2911.28166069,,NEIGHBORHOOD OFFICE,Neighborhood Office,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.01ND*,Approved
601,239791.19626085,2403.22500488,695,695,CP,2403.22500488,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
602,273064.30133261,3376.96873098,696,696,LNC,3376.96873098,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
603,219689.71180655,2991.17427151,697,697,UI,2991.17427151,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
604,56749.33033036,1004.85367433,698,698,RM-M,1004.85367433,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
605,575624.16313006,3370.99057895,699,699,HC,3364.55918517,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved
606,31430.7054671,899.41859628,700,700,P,899.41859628,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
607,940036.97717899,4273.00732454,701,701,R1A-VH,4273.00732454,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
608,172092.90689557,2313.47622603,702,702,LNC,2313.47622603,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
609,135766.56539514,2058.40916681,703,703,UNC,2058.40916681,,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved
610,1817008.70319276,7743.41241073,704,704,P,7743.41232549,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
611,60873.66683557,1089.06280501,705,705,R2-L,1089.06280501,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
612,746666.90339099,3639.43287176,706,706,EMI,3639.43287176,,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved
613,55486.9719053,999.21884498,707,707,LNC,999.21884498,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
614,60675.17968572,1063.0514492,708,708,R2-M,1063.0514492,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
627,2132035.92013019,10389.50370098,723,723,UI,10389.503701,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
615,1258344.12012449,6339.4336808,709,709,R1A-VH,6339.4336808,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
616,376839.30645535,2646.27342436,710,710,R1A-H,2646.27342436,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
617,632378.50021989,4138.43256847,711,711,R2-L,4138.43256847,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
618,135842.78412563,2254.89136728,713,713,P,2254.89136728,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
619,749730.58933678,5567.94235027,714,714,RP,5567.94235027,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
620,501313.74649545,4562.72295771,715,715,LNC,4562.72295771,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
621,295349.01073268,2985.37975656,716,716,P,2985.37975656,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
622,6743107.67641443,28756.89600438,717,717,R2-L,28756.8960044,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
623,77447.3417598,1460.53878746,718,718,P,1460.53878746,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
624,262654.14549278,4848.14600474,719,719,P,4848.14600474,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
625,61863.80543836,1163.4461848,721,721,R1A-VH,1163.4461848,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
626,153290.43038292,3208.75183011,722,722,NDI,3208.75183011,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
628,1613731.4527743,12951.25927144,724,724,R2-H,12951.2592714,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
629,64101.97624472,1158.00861283,725,725,R1D-VH,1158.00861283,,SINGLE-UNIT DETACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
630,5356588.05462742,29867.31337518,726,726,P,29867.3133752,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
631,130257.14514735,1786.11677113,727,727,P,1786.11677113,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
632,764044.28715732,4370.42750064,728,728,R1A-H,4370.42750064,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
633,450705.39394099,2880.31724132,729,729,R1A-M,2880.31724132,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
634,109114.76062752,1450.13399636,730,730,RM-M,1450.13399636,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
635,2288056.92975667,19575.77667405,731,731,H,19575.776674,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
636,257196.92325998,3443.57946515,732,732,LNC,3443.57946515,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
637,124674.89710274,2041.14242074,733,733,RM-M,2041.14242074,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
743,430162.53024492,2643.56612384,850,850,P,2643.56612384,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
638,194670.67137765,1793.19365197,734,734,AP,1793.19365197,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
639,11905.71777077,438.05393147,735,735,P,438.05393147,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
