X,Y,FID,BRIDGE_COD,BRBIDGE_NA,FACILITYID,SHAPE_Leng,ET_ID,ET_X,ET_Y,ET_ANGLE,ET_IDP
-80.1904643481952,40.4585318266453,466,MC01,MCCLARENS RUN NO.  1,329,56,215,1289482.18816,419275.770744,45.8105505384,215
-79.8177970709532,40.6627512277092,467,BF09,Thompson's Run No.9,244,88.024,396,1394891.86715,491007.371684,142.862559366,396
-79.7953277528178,40.4695178830369,468,BI01,B & LE RR NO. 1,330,99.755934424,216,1399493.48941,420484.652279,66.474218274,216
-80.0968844931492,40.4003965309644,469,CC16,Chartiers Creek #16,180,144,397,1314950.21349,397398.913995,167.905247151,397
-80.2122007414854,40.4752270324419,470,MC07,MCCLARENS RUN NO.  7,331,20,217,1283605.51116,425523.357205,316.114610925,217
-80.0740987324839,40.46335488876,471,CC20,Chartiers Creek Foot Br. 20,129,140,398,1321897.55466,420158.805307,38.051626046,398
-80.0460757029528,40.4882823228162,472,JA01,JACKS RUN NO. 1,333,770,219,1329928.34327,429032.890624,323.597727605,219
-80.1153042999066,40.3746557755084,473,CC23,Chartiers Creek No. 23,145,5,399,1309570.83741,388161.874648,242.02049934,399
-79.9713129290882,40.5030373876142,474,WB04,WIBLE RUN NO. 4,335,64.4278358075,220,1350851.70214,433874.695528,36.2328682082,220
-79.8515613723861,40.4579565371052,475,CH01,Laketon Rd Br No. 1,162,35,400,1383752.07123,416641.344134,316.201816418,400
-79.9694264061852,40.5047780175778,476,WB06,WIBLE RUN NO. 6,336,24,221,1351392.08519,434495.423763,52.3445614419,221
-79.8039545767607,40.3727283179529,477,CK03,Crooked Run Br. #3,162,4,401,1396273.93782,385289.64756,270,401
-80.00992884538,40.5156438200643,478,GI14,GIRTYS RUN NO. 14,337,22,222,1340234.15842,438738.188111,229.118194955,222
-80.116807355959,40.4260188379355,479,CM06,CAMPBELLS RUN NO. 6,323,49,402,1309653.6333,406877.768904,253.486575842,402
-79.9548252989964,40.5294516639957,480,PI15,Pine Creek Br #15,338,92,223,1355675.45151,443379.640232,270.420923209,223
-80.0176340102262,40.3256892949172,481,CT12,Catfish Run #12,250,24,403,1336315.86443,369615.842535,101.689367715,403
-80.1272990501456,40.5333824224078,482,KL11,KILBUCK RUN NO. 11,339,26,224,1307786.53902,446054.779976,6.02402685564,224
-80.1228832122252,40.5422116340809,484,KL03,KILBUCK RUN NO. 3,340,36,225,1309099.93777,449237.143864,169.314990244,225
-80.2195617951028,40.556244474708,486,FU06,FLAUGHERTY RUN NO. 6,341,20,226,1282383.72333,455083.980338,163.412795395,226
-79.9609406294481,40.5581665545734,488,GH01,GOURDHEAD NO. 1,342,27,227,1354237.93859,453879.867961,110.613048498,227
-80.1429584759989,40.6147411759674,490,SB06,BIG SEWICKLEY CREEK NO. 6,344,32,228,1304238.47695,475801.123301,268.807930732,228
-80.0082868734181,40.3286499737677,491,CT20,Catfish Run #20,252,7.8,405,1338948.72479,370627.269281,65.4803516345,405
-80.1409552948095,40.6175777129984,492,SB04,BIG SEWICKLEY CREEK NO. 4,345,32,229,1304822.37946,476819.066991,322.092188354,229
-79.8391946510742,40.5574668790641,493,DE04,Deer Creek Br #4,253,65,406,1388049.94334,452801.529835,19.4930333731,406
-79.9102960576419,40.6316298365262,494,DE13,DEER CREEK NO. 13,346,36,230,1368960.24443,480287.040168,56.3767883891,230
-79.8572113779754,40.5661633519358,495,DE09,Deer Creek Br #9,254,58,407,1383120.8069,456087.748594,77.9052741186,407
-80.1410550488833,40.6321810352789,496,SB10,BIG SEWICKLEY CREEK NO. 10,347,35,231,1304938.72436,482138.038945,189.572163713,231
-79.8289379695474,40.2407918224768,497,DG05,Round Hill Rd Br #5,255,2,408,1388183.54547,337402.438684,101.768323026,408
-79.9088242332638,40.6442197540889,498,DE12,DEER CREEK NO. 12,348,32,232,1369480.74712,484862.358464,93.2053877931,232
-79.8466967743944,40.396385788144,499,DK01,Dooker's Hollow Br #1,256,641,409,1384572.87727,394185.37207,101.625898621,409
-79.8443937154764,40.2422275444129,500,DG09,Douglas Run #9,400,13,233,1383882.41913,338027.250628,63.4797432245,233
-79.8270394497299,40.5831066248569,501,DL04,Little Deer Creek Br#4,257,45,410,1391646.12591,462060.052686,67.9436150342,410
-79.9127316340725,40.2907576577906,502,PE06,Peter's Creek #6,401,16,234,1365243.5909,356160.758775,267.498563836,234
-79.831126306555,40.5612974913967,503,DL05,Little Deer Creek #5,258,57,411,1390324.07724,454143.733249,107.318972034,411
-79.8337771043209,40.6198205477361,504,DL06,Little Deer Creek Br #6,259,32,412,1390090.80013,475475.68125,156.801382796,412
-79.8265634064435,40.6210611954552,505,DP03,Deer Lakes Park Br#3,259,59.2,413,1392103.4187,475880.373611,6.48304991952,413
-79.8224767742004,40.6215196470049,506,DP04,Deer Lakes Park Br#4,260,32.3,414,1393241.46706,476020.700397,113.838690495,414
-79.8240743467892,40.622080110349,507,DP05,Deer Lakes Park Br #5,261,140.4,415,1392802.90391,476235.23829,66.5519442649,415
-79.8282959955618,40.6198550535778,508,DP07,Deer Lakes Park Br#7,262,161,416,1391612.24796,475452.396348,51.3402075004,416
-79.7655820105887,40.4279913868668,509,DT06,Pitcairn Rd Br #6,264,5,417,1407422.01689,405170.240306,68.5521434077,417
-79.7730492684041,40.4233864995977,510,DT09,Dirty Camp Br #9,265,14,418,1405305.28869,403540.658792,356.987213362,418
-79.8420596100077,40.3645513201028,511,FO02,Duquesne Flyover,267,81.5,419,1385589.37439,382560.841889,90,419
-80.2170041753997,40.5711046309982,512,FO04,Leetsdale Overpass,268,171.5,420,1283245.33337,460475.675412,53.1771423101,420
-79.8818653645925,40.2415251398642,513,FT06,Fallen Timber Run Br#6,268,6,421,1373418.61301,338021.726954,5.19441913321,421
-80.2186708560188,40.5509724314419,514,FU07,Flaugherty Run Br#7,269,48,422,1282577.50494,453157.16849,94.0001358859,422
-79.9567184362722,40.5647985963612,515,GH06,Gourdhead Run Br#6,271,28,423,1355471.10789,456265.875762,115.144787838,423
-79.7038931951954,40.6554905253704,516,HP01,Harrison Hills Park Br #1,273,6,424,1426425.08365,487643.366296,0,424
-79.7023581001478,40.6540464538067,517,HP02,Harrison Hills Park Br#2,274,2,425,1426839.27134,487107.978838,102.094781066,425
-79.7000674727962,40.6538317807972,518,HP03,Harrison Hills Park Br#3,275,8,426,1427472.9519,487015.747913,74.0544750664,426
-79.8377377213495,40.5018153418052,519,IN01,Indian Creek Br #1,276,6,427,1387975.40387,432523.483052,171.469225372,427
-79.8196638095046,40.4433605997526,520,JH02,Johnson's Run Br #2,277,4,428,1392501.16193,411115.902399,6.5818851786,428
-79.8164508561444,40.4490072782122,521,JH03,Johnson's Run Br #3,278,3,429,1393443.31289,413151.481323,21.4346264415,429
-80.1230575448855,40.5461784777605,522,KL09,Kilbuck Run Br #9,279,24,430,1309090.33267,450683.069475,15.8760014313,430
-80.1225580336187,40.5488116869978,523,KL13,Kilbuck Run Bridge No. 13,463,18,431,1309254.86952,451638.2888,23.1732061153,431
-80.1247152520842,40.5590729796104,524,KL14,Killbuck Run Br #14,280,4,432,1308756.11371,455391.307798,11.309899226,432
-80.12528261659,40.5566897849904,525,KL15,Kilbuck Run Br #15,280,6,433,1308575.17688,454527.646082,91.3270774291,433
-80.1335492804784,40.5581402717242,526,KL16,Kilbuck Run Br #16,281,8,434,1306293.26429,455117.758225,102.094725286,434
-80.1203616623198,40.5517857988875,527,KL17,Kilbuck Run Br #17,282,10,435,1309894.09139,452704.998745,23.8387578455,435
-79.974126527445,40.3014178291249,528,LC02,Lick's Run Br #2,283,35,436,1348219.89601,360468.277072,35.2724428716,436
-80.0044883463361,40.339929925522,529,LC04,Lick's Run Br #4,284,23,437,1340112.31786,374708.083339,122.471209142,437
-79.9813891049357,40.3199542221192,530,LC06,Lick's Run Br #6,285,37,438,1346365.48866,367269.875355,128.990990539,438
-79.988194544388,40.3291433853218,531,LC10,Lick's Run Br #10,287,5,439,1344553.29712,370664.361072,354.805662749,439
-79.9906747879309,40.3251295009876,532,LC11,Lick's Run #11,407,7,440,1343824.92494,369220.13603,128.95489644,440
-79.9873259348014,40.325324263246,533,LC11,Lick's Run #11,407,7,441,1344760.14621,369267.393082,128.954777719,441
-79.9932589501304,40.3300835745014,534,LC17,Lick's Run Br #17,155,3,442,1343150.48187,371042.576968,22.7176352629,442
-80.0490395986268,40.5674749229672,535,LE11,Lowrie's Run East Br #12,158,5,443,1329855.21108,457894.820082,129.112677473,443
-80.0574603736552,40.5786004720803,536,LE12,Lowries' Run East Br #12,288,7,444,1327622.44365,462007.575227,160.346255313,444
-79.7617545196887,40.4497466973455,537,LK02,Lake Run Br #2,288,4,445,1408667.82125,413069.327578,12.7245040391,445
-79.9785678334261,40.3170015400748,538,LN01,Lick's Run North Br. #1,153,14,446,1347124.78103,366174.715533,118.279146277,446
-80.0811910529527,40.5439053522545,539,LO10,Lowries Run Br #10,289,2,447,1320699.34765,449545.388728,124.343946133,447
-80.0788507599247,40.5409414882323,540,LO11,Lowries Run Br #11,290,3,448,1321321.05664,448448.852206,151.344847016,448
-80.0838843178939,40.5478389182473,541,LO12,Lowries Run Br #12,291,2,449,1319988.97313,450997.678749,148.536209809,449
-79.9380365928425,40.3135555466499,542,LW01,Lewis Run Br #1,291,27,450,1358392.38893,364637.159053,32.7352322824,450
-79.8773627622876,40.4079291484496,543,MA07TL,Rankin Bridge Talbot Ramp,292,344,451,1376135.36305,398593.612303,45.8145712616,451
-79.8763669578549,40.4080826636206,544,MA07KN,Rankin Bridge Kenmawr Ramp,293,203,452,1376413.93819,398642.843274,141.620774269,452
-80.2117069908502,40.47484821256,545,MC06,McLaren's Run Br #6,296,12,453,1283738.9727,425381.57741,136.273049119,453
-80.2070498415204,40.4713033635212,546,MC09,McLaren's Run Br #9,297,3,454,1284998.17077,424054.607215,119.197533116,454
-80.1092433418441,40.3590987098105,547,ML01,McGlaughlin's Run Br #1,297,51,455,1311107.51963,382451.372404,91.6135402085,455
-80.1244386464607,40.4686111090843,548,MO04,Moon Run Br #4,298,4,456,1307946.9657,422445.531032,105.708703612,456
-80.1091425132372,40.4650989779444,549,MO06,Moon Run Br #6,299,4,457,1312167.06164,421052.471287,75.9636689015,457
-80.1054036260074,40.4667361285799,550,MO07,Moon Run Br #7,334,5,458,1313222.91073,421620.908729,32.0055593362,458
-79.9029661111169,40.3180644359595,551,MR01,McRobert's Run Br #1,335,10,459,1368209.46849,366038.877228,92.2563996887,459
-80.2245221625538,40.4545694562332,552,MT15,Montour Run Br #15,352,4,460,1279968.18982,418096.540046,119.248959895,460
-80.2347528576496,40.4582152271262,553,MX01,Montour Run NB Br #1,353,26,461,1277159.62653,419504.09918,156.037483231,461
-80.1520067814059,40.5162684168829,554,OB02,Coraopolis Bridge,353,1110,462,1300751.73367,440008.187706,25.8969137022,462
